order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
356,353,Medium fire in nightclub,1,353,3,11.6,fire,fire,assets/icons/red/0356--353--medium-fire-in-nightclub.png,assets/icons/yellow/0356--353--medium-fire-in-nightclub.png,assets/icons/green/0356--353--medium-fire-in-nightclub.png
357,354,Large fire in nightclub,1,354,4,28.89,fire,fire,assets/icons/red/0357--354--large-fire-in-nightclub.png,assets/icons/yellow/0357--354--large-fire-in-nightclub.png,assets/icons/green/0357--354--large-fire-in-nightclub.png
358,355,Large fire in nightclub (Major Incident),4,355 355/a 355/b 355/ab,5,53.84,fire,fire,assets/icons/red/0358--355--large-fire-in-nightclub-major-incident.png,assets/icons/yellow/0358--355--large-fire-in-nightclub-major-incident.png,assets/icons/green/0358--355--large-fire-in-nightclub-major-incident.png
359,356,Large fire in nightclub (Persons Reported),4,356 356/a 356/b 356/ab,4,47.61,fire,fire,assets/icons/red/0359--356--large-fire-in-nightclub-persons-reported.png,assets/icons/yellow/0359--356--large-fire-in-nightclub-persons-reported.png,assets/icons/green/0359--356--large-fire-in-nightclub-persons-reported.png
360,357,Large fire in nightclub (Persons Reported) (Major Incident),4,357 357-0 357-1 357-2,5,78.18,fire,fire,assets/icons/red/0360--357--large-fire-in-nightclub-persons-reported-major-incident.png,assets/icons/yellow/0360--357--large-fire-in-nightclub-persons-reported-major-incident.png,assets/icons/green/0360--357--large-fire-in-nightclub-persons-reported-major-incident.png
361,358,Live Lane Breakdown,1,358,1,3.48,police,police,assets/icons/red/0361--358--live-lane-breakdown.png,assets/icons/yellow/0361--358--live-lane-breakdown.png,assets/icons/green/0361--358--live-lane-breakdown.png
362,359,Live Lane Breakdown,1,359,2,5.04,police,police,assets/icons/red/0362--359--live-lane-breakdown.png,assets/icons/yellow/0362--359--live-lane-breakdown.png,assets/icons/green/0362--359--live-lane-breakdown.png
363,360,Careline activation,1,360,1,2.4,ambulance,medical,assets/icons/red/0363--360--careline-activation.png,assets/icons/yellow/0363--360--careline-activation.png,assets/icons/green/0363--360--careline-activation.png
364,361,Non Injury Fall,1,361,1,2.4,ambulance,medical,assets/icons/red/0364--361--non-injury-fall.png,assets/icons/yellow/0364--361--non-injury-fall.png,assets/icons/green/0364--361--non-injury-fall.png
365,362,Mixing of domestic cleaning chemicals,1,362,3,20.6,fire,hazmat,assets/icons/red/0365--362--mixing-of-domestic-cleaning-chemicals.png,assets/icons/yellow/0365--362--mixing-of-domestic-cleaning-chemicals.png,assets/icons/green/0365--362--mixing-of-domestic-cleaning-chemicals.png
366,363,Standoff with armed suspect,2,363 363/a,4,26.65,police,police,assets/icons/red/0366--363--standoff-with-armed-suspect.png,assets/icons/yellow/0366--363--standoff-with-armed-suspect.png,assets/icons/green/0366--363--standoff-with-armed-suspect.png
367,364,Standoff with armed suspect (Threatening to set fire),2,364 364/a,4,33.51,police,fire,assets/icons/red/0367--364--standoff-with-armed-suspect-threatening-to-set-fire.png,assets/icons/yellow/0367--364--standoff-with-armed-suspect-threatening-to-set-fire.png,assets/icons/green/0367--364--standoff-with-armed-suspect-threatening-to-set-fire.png
368,365,Ring Removal,1,365,1,2.24,fire,fire,assets/icons/red/0368--365--ring-removal.png,assets/icons/yellow/0368--365--ring-removal.png,assets/icons/green/0368--365--ring-removal.png
369,366,Person Stuck in lift,1,366,1,2.24,fire,rescue,assets/icons/red/0369--366--person-stuck-in-lift.png,assets/icons/yellow/0369--366--person-stuck-in-lift.png,assets/icons/green/0369--366--person-stuck-in-lift.png
370,367,Unwell Person Stuck in lift,1,367,3,16.1,fire,rescue,assets/icons/red/0370--367--unwell-person-stuck-in-lift.png,assets/icons/yellow/0370--367--unwell-person-stuck-in-lift.png,assets/icons/green/0370--367--unwell-person-stuck-in-lift.png
371,368,Person stuck in wood chipper,1,368,4,21.05,ambulance,rescue,assets/icons/red/0371--368--person-stuck-in-wood-chipper.png,assets/icons/yellow/0371--368--person-stuck-in-wood-chipper.png,assets/icons/green/0371--368--person-stuck-in-wood-chipper.png
372,369,Crashed military fast jet off airport,4,369 369/a 369/b 369/ab,4,36.42,fire,aircraft,assets/icons/red/0372--369--crashed-military-fast-jet-off-airport.png,assets/icons/yellow/0372--369--crashed-military-fast-jet-off-airport.png,assets/icons/green/0372--369--crashed-military-fast-jet-off-airport.png
373,370,Panic button activation,1,370,3,15.32,police,police,assets/icons/red/0373--370--panic-button-activation.png,assets/icons/yellow/0373--370--panic-button-activation.png,assets/icons/green/0373--370--panic-button-activation.png
374,371,Multiple vehicle RTC - Major Incident,5,371 371-0 371-1 371-2 371-3,5,85.09,fire,collision,assets/icons/red/0374--371--multiple-vehicle-rtc-major-incident.png,assets/icons/yellow/0374--371--multiple-vehicle-rtc-major-incident.png,assets/icons/green/0374--371--multiple-vehicle-rtc-major-incident.png
375,372,Passenger Train Derailment,8,372 372/a 372/b 372/c 372/ab 372/ac 372/bc 372/abc,5,99.85,fire,rail,assets/icons/red/0375--372--passenger-train-derailment.png,assets/icons/yellow/0375--372--passenger-train-derailment.png,assets/icons/green/0375--372--passenger-train-derailment.png
376,373,Coach rollover RTC,4,373 373-0 373-1 373-2,5,70.94,fire,collision,assets/icons/red/0376--373--coach-rollover-rtc.png,assets/icons/yellow/0376--373--coach-rollover-rtc.png,assets/icons/green/0376--373--coach-rollover-rtc.png
377,374,Mass crush at festival,4,374 374-0 374-1 374-2,5,55.72,fire,fire,assets/icons/red/0377--374--mass-crush-at-festival.png,assets/icons/yellow/0377--374--mass-crush-at-festival.png,assets/icons/green/0377--374--mass-crush-at-festival.png
378,375,Stage Collapse at Festival,4,375 375-0 375-1 375-2,5,88.16,fire,collapse,assets/icons/red/0378--375--stage-collapse-at-festival.png,assets/icons/yellow/0378--375--stage-collapse-at-festival.png,assets/icons/green/0378--375--stage-collapse-at-festival.png
379,376,Person slipped on wet leaves,1,376,1,2.44,ambulance,medical,assets/icons/red/0379--376--person-slipped-on-wet-leaves.png,assets/icons/yellow/0379--376--person-slipped-on-wet-leaves.png,assets/icons/green/0379--376--person-slipped-on-wet-leaves.png
380,377,Road accident caused by fallen leaves,1,377,3,16.94,fire,collision,assets/icons/red/0380--377--road-accident-caused-by-fallen-leaves.png,assets/icons/yellow/0380--377--road-accident-caused-by-fallen-leaves.png,assets/icons/green/0380--377--road-accident-caused-by-fallen-leaves.png
381,378,Person fell in pile of leaves,1,378,1,2.42,ambulance,medical,assets/icons/red/0381--378--person-fell-in-pile-of-leaves.png,assets/icons/yellow/0381--378--person-fell-in-pile-of-leaves.png,assets/icons/green/0381--378--person-fell-in-pile-of-leaves.png
382,379,Leaf vacuum out of control,1,379,2,6.92,police,police,assets/icons/red/0382--379--leaf-vacuum-out-of-control.png,assets/icons/yellow/0382--379--leaf-vacuum-out-of-control.png,assets/icons/green/0382--379--leaf-vacuum-out-of-control.png
383,380,Storm drain clogged with leaves,1,380,1,3.61,fire,weather,assets/icons/red/0383--380--storm-drain-clogged-with-leaves.png,assets/icons/yellow/0383--380--storm-drain-clogged-with-leaves.png,assets/icons/green/0383--380--storm-drain-clogged-with-leaves.png
384,381,Hypothermia after swimming in cold water,1,381,2,4.97,ambulance,medical,assets/icons/red/0384--381--hypothermia-after-swimming-in-cold-water.png,assets/icons/yellow/0384--381--hypothermia-after-swimming-in-cold-water.png,assets/icons/green/0384--381--hypothermia-after-swimming-in-cold-water.png
385,382,Accident on foggy road,1,382,3,12.82,fire,fire,assets/icons/red/0385--382--accident-on-foggy-road.png,assets/icons/yellow/0385--382--accident-on-foggy-road.png,assets/icons/green/0385--382--accident-on-foggy-road.png
386,383,Deer crossing accident,1,383,3,16.02,fire,animal,assets/icons/red/0386--383--deer-crossing-accident.png,assets/icons/yellow/0386--383--deer-crossing-accident.png,assets/icons/green/0386--383--deer-crossing-accident.png
387,384,Burning pile of leaves,1,384,1,2.99,fire,fire,assets/icons/red/0387--384--burning-pile-of-leaves.png,assets/icons/yellow/0387--384--burning-pile-of-leaves.png,assets/icons/green/0387--384--burning-pile-of-leaves.png
388,385,Overdose,1,385,3,13.34,ambulance,medical,assets/icons/red/0388--385--overdose.png,assets/icons/yellow/0388--385--overdose.png,assets/icons/green/0388--385--overdose.png
389,386,Stabbing,1,386,4,26.6,police,police,assets/icons/red/0389--386--stabbing.png,assets/icons/yellow/0389--386--stabbing.png,assets/icons/green/0389--386--stabbing.png
390,387,Office burglary,1,387,1,4.15,police,weather,assets/icons/red/0390--387--office-burglary.png,assets/icons/yellow/0390--387--office-burglary.png,assets/icons/green/0390--387--office-burglary.png
391,388,Smell of burning (Residential),1,388,2,5.04,fire,fire,assets/icons/red/0391--388--smell-of-burning-residential.png,assets/icons/yellow/0391--388--smell-of-burning-residential.png,assets/icons/green/0391--388--smell-of-burning-residential.png
392,389,Smell of burning (Commercial),1,389,2,5.04,fire,fire,assets/icons/red/0392--389--smell-of-burning-commercial.png,assets/icons/yellow/0392--389--smell-of-burning-commercial.png,assets/icons/green/0392--389--smell-of-burning-commercial.png
393,390,Breach of bail,1,390,1,2.24,police,crime,assets/icons/red/0393--390--breach-of-bail.png,assets/icons/yellow/0393--390--breach-of-bail.png,assets/icons/green/0393--390--breach-of-bail.png
394,391,Escaped dog,1,391,1,1.96,police,animal,assets/icons/red/0394--391--escaped-dog.png,assets/icons/yellow/0394--391--escaped-dog.png,assets/icons/green/0394--391--escaped-dog.png
395,392,Large fuel leak from vehicle,1,392,3,12.85,fire,fire,assets/icons/red/0395--392--large-fuel-leak-from-vehicle.png,assets/icons/yellow/0395--392--large-fuel-leak-from-vehicle.png,assets/icons/green/0395--392--large-fuel-leak-from-vehicle.png
396,393,Large fuel leak from vehicle (fast road),1,393,3,15.16,fire,fire,assets/icons/red/0396--393--large-fuel-leak-from-vehicle-fast-road.png,assets/icons/yellow/0396--393--large-fuel-leak-from-vehicle-fast-road.png,assets/icons/green/0396--393--large-fuel-leak-from-vehicle-fast-road.png
397,394,Odour of chemicals,2,394 394-0,4,33.56,fire,hazmat,assets/icons/red/0397--394--odour-of-chemicals.png,assets/icons/yellow/0397--394--odour-of-chemicals.png,assets/icons/green/0397--394--odour-of-chemicals.png
398,395,Criminal damage,1,395,1,3.47,police,police,assets/icons/red/0398--395--criminal-damage.png,assets/icons/yellow/0398--395--criminal-damage.png,assets/icons/green/0398--395--criminal-damage.png
399,396,Residential Fire (Hoarder level 1-3),1,396,3,12.34,fire,fire,assets/icons/red/0399--396--residential-fire-hoarder-level-1-3.png,assets/icons/yellow/0399--396--residential-fire-hoarder-level-1-3.png,assets/icons/green/0399--396--residential-fire-hoarder-level-1-3.png
400,397,Residential Fire (Hoarder level 4-6),1,397,3,20.91,fire,fire,assets/icons/red/0400--397--residential-fire-hoarder-level-4-6.png,assets/icons/yellow/0400--397--residential-fire-hoarder-level-4-6.png,assets/icons/green/0400--397--residential-fire-hoarder-level-4-6.png
401,398,Residential Fire (Hoarder level 7-9),1,398,4,35.53,fire,fire,assets/icons/red/0401--398--residential-fire-hoarder-level-7-9.png,assets/icons/yellow/0401--398--residential-fire-hoarder-level-7-9.png,assets/icons/green/0401--398--residential-fire-hoarder-level-7-9.png
402,399,Fire in allotment (Small),1,399,1,2.47,fire,fire,assets/icons/red/0402--399--fire-in-allotment-small.png,assets/icons/yellow/0402--399--fire-in-allotment-small.png,assets/icons/green/0402--399--fire-in-allotment-small.png
403,400,Fire in allotment (Small) (Involving Cylinders),1,400,1,3.76,fire,fire,assets/icons/red/0403--400--fire-in-allotment-small-involving-cylinders.png,assets/icons/yellow/0403--400--fire-in-allotment-small-involving-cylinders.png,assets/icons/green/0403--400--fire-in-allotment-small-involving-cylinders.png
404,401,Fire in allotment (Medium),1,401,2,9.78,fire,fire,assets/icons/red/0404--401--fire-in-allotment-medium.png,assets/icons/yellow/0404--401--fire-in-allotment-medium.png,assets/icons/green/0404--401--fire-in-allotment-medium.png
405,402,Fire in allotment (Large),1,402,3,18.52,fire,fire,assets/icons/red/0405--402--fire-in-allotment-large.png,assets/icons/yellow/0405--402--fire-in-allotment-large.png,assets/icons/green/0405--402--fire-in-allotment-large.png
406,403,Substance in letter,2,403 403-0,4,37.15,fire,fire,assets/icons/red/0406--403--substance-in-letter.png,assets/icons/yellow/0406--403--substance-in-letter.png,assets/icons/green/0406--403--substance-in-letter.png
407,404,Animal stuck between walls,1,404,2,4.65,fire,animal,assets/icons/red/0407--404--animal-stuck-between-walls.png,assets/icons/yellow/0407--404--animal-stuck-between-walls.png,assets/icons/green/0407--404--animal-stuck-between-walls.png
408,405,Kidnapping,2,405 405-0,4,32.72,police,crime,assets/icons/red/0408--405--kidnapping.png,assets/icons/yellow/0408--405--kidnapping.png,assets/icons/green/0408--405--kidnapping.png
409,406,Stack of containers on fire,2,406 406/a,4,29.92,fire,fire,assets/icons/red/0409--406--stack-of-containers-on-fire.png,assets/icons/yellow/0409--406--stack-of-containers-on-fire.png,assets/icons/green/0409--406--stack-of-containers-on-fire.png
410,407,Broken Ankle,1,407,1,2.46,ambulance,medical,assets/icons/red/0410--407--broken-ankle.png,assets/icons/yellow/0410--407--broken-ankle.png,assets/icons/green/0410--407--broken-ankle.png
411,408,Small Fuel storage tank explosion,4,408 408/a 408/b 408/ab,5,64.59,fire,fire,assets/icons/red/0411--408--small-fuel-storage-tank-explosion.png,assets/icons/yellow/0411--408--small-fuel-storage-tank-explosion.png,assets/icons/green/0411--408--small-fuel-storage-tank-explosion.png
412,409,Large Fuel storage tank explosion,4,409 409/a 409/b 409/ab,5,82.57,fire,fire,assets/icons/red/0412--409--large-fuel-storage-tank-explosion.png,assets/icons/yellow/0412--409--large-fuel-storage-tank-explosion.png,assets/icons/green/0412--409--large-fuel-storage-tank-explosion.png
413,410,Fuel Storage Depot Explosion (Major Incident),4,410 410/a 410/b 410/ab,5,120.56,fire,fire,assets/icons/red/0413--410--fuel-storage-depot-explosion-major-incident.png,assets/icons/yellow/0413--410--fuel-storage-depot-explosion-major-incident.png,assets/icons/green/0413--410--fuel-storage-depot-explosion-major-incident.png
414,411,Out of control argument,1,411,2,4.67,police,police,assets/icons/red/0414--411--out-of-control-argument.png,assets/icons/yellow/0414--411--out-of-control-argument.png,assets/icons/green/0414--411--out-of-control-argument.png
415,412,Concern for welfare on bridge,1,412,3,12.38,police,rescue,assets/icons/red/0415--412--concern-for-welfare-on-bridge.png,assets/icons/yellow/0415--412--concern-for-welfare-on-bridge.png,assets/icons/green/0415--412--concern-for-welfare-on-bridge.png
416,413,Raise awareness on school kids for 112,0,,1,2.0,mixed,response,assets/icons/red/0416--413--raise-awareness-on-school-kids-for-112.png,assets/icons/yellow/0416--413--raise-awareness-on-school-kids-for-112.png,assets/icons/green/0416--413--raise-awareness-on-school-kids-for-112.png
417,414,Raise awareness on school kids for 112,0,,1,2.0,mixed,response,assets/icons/red/0417--414--raise-awareness-on-school-kids-for-112.png,assets/icons/yellow/0417--414--raise-awareness-on-school-kids-for-112.png,assets/icons/green/0417--414--raise-awareness-on-school-kids-for-112.png
418,415,Announcement of New 112 Functionalities,0,,1,0.0,mixed,response,assets/icons/red/0418--415--announcement-of-new-112-functionalities.png,assets/icons/yellow/0418--415--announcement-of-new-112-functionalities.png,assets/icons/green/0418--415--announcement-of-new-112-functionalities.png
419,416,European 112 Day Celebration,0,,1,0.0,mixed,response,assets/icons/red/0419--416--european-112-day-celebration.png,assets/icons/yellow/0419--416--european-112-day-celebration.png,assets/icons/green/0419--416--european-112-day-celebration.png
